515	NC_011593	92.000	25	2	0	16	40	1410170	1410194	8.57e-04	36.2
516	NC_011593	92.000	25	2	0	16	40	1410170	1410194	8.57e-04	36.2
517	NC_011593	92.000	25	2	0	16	40	1410170	1410194	8.57e-04	36.2
518	NC_011593	92.000	25	2	0	16	40	1410170	1410194	8.57e-04	36.2
519	NC_011593	92.000	25	2	0	16	40	1410170	1410194	8.57e-04	36.2
1270	NC_011593	98.387	62	1	0	1	62	43171	43232	1.60e-25	110
1270	NC_011593	88.889	54	6	0	9	62	1164403	1164456	9.75e-13	67.6
1270	NC_011593	85.965	57	8	0	6	62	2323782	2323726	4.54e-11	62.1
1271	NC_011593	98.387	62	1	0	1	62	43171	43232	1.60e-25	110
1271	NC_011593	88.889	54	6	0	9	62	1164403	1164456	9.75e-13	67.6
1271	NC_011593	85.965	57	8	0	6	62	2323782	2323726	4.54e-11	62.1
1272	NC_011593	98.387	62	1	0	1	62	43171	43232	1.60e-25	110
1272	NC_011593	88.889	54	6	0	9	62	1164403	1164456	9.75e-13	67.6
1272	NC_011593	85.965	57	8	0	6	62	2323782	2323726	4.54e-11	62.1
1273	NC_011593	98.387	62	1	0	1	62	43171	43232	1.60e-25	110
1273	NC_011593	88.889	54	6	0	9	62	1164403	1164456	9.75e-13	67.6
1273	NC_011593	85.965	57	8	0	6	62	2323782	2323726	4.54e-11	62.1
1274	NC_011593	98.387	62	1	0	1	62	43171	43232	1.60e-25	110
1274	NC_011593	88.889	54	6	0	9	62	1164403	1164456	9.75e-13	67.6
1274	NC_011593	85.965	57	8	0	6	62	2323782	2323726	4.54e-11	62.1
1365	NC_011593	80.392	51	10	0	2	52	42720	42770	1.16e-04	39.9
1365	NC_011593	87.879	33	4	0	20	52	568353	568321	1.16e-04	39.9
1365	NC_011593	80.392	51	10	0	2	52	710800	710850	1.16e-04	39.9
1365	NC_011593	80.392	51	10	0	2	52	2085262	2085312	1.16e-04	39.9
1365	NC_011593	80.392	51	10	0	2	52	2110042	2110092	1.16e-04	39.9
1365	NC_011593	80.392	51	10	0	2	52	2418987	2419037	1.16e-04	39.9
1365	NC_011593	87.879	33	4	0	20	52	2597274	2597242	1.16e-04	39.9
1366	NC_011593	80.392	51	10	0	2	52	42720	42770	1.16e-04	39.9
1366	NC_011593	87.879	33	4	0	20	52	568353	568321	1.16e-04	39.9
1366	NC_011593	80.392	51	10	0	2	52	710800	710850	1.16e-04	39.9
1366	NC_011593	80.392	51	10	0	2	52	2085262	2085312	1.16e-04	39.9
1366	NC_011593	80.392	51	10	0	2	52	2110042	2110092	1.16e-04	39.9
1366	NC_011593	80.392	51	10	0	2	52	2418987	2419037	1.16e-04	39.9
1366	NC_011593	87.879	33	4	0	20	52	2597274	2597242	1.16e-04	39.9
1367	NC_011593	80.392	51	10	0	2	52	42720	42770	1.16e-04	39.9
1367	NC_011593	87.879	33	4	0	20	52	568353	568321	1.16e-04	39.9
1367	NC_011593	80.392	51	10	0	2	52	710800	710850	1.16e-04	39.9
1367	NC_011593	80.392	51	10	0	2	52	2085262	2085312	1.16e-04	39.9
1367	NC_011593	80.392	51	10	0	2	52	2110042	2110092	1.16e-04	39.9
1367	NC_011593	80.392	51	10	0	2	52	2418987	2419037	1.16e-04	39.9
1367	NC_011593	87.879	33	4	0	20	52	2597274	2597242	1.16e-04	39.9
1368	NC_011593	80.392	51	10	0	2	52	42720	42770	1.16e-04	39.9
1368	NC_011593	87.879	33	4	0	20	52	568353	568321	1.16e-04	39.9
1368	NC_011593	80.392	51	10	0	2	52	710800	710850	1.16e-04	39.9
1368	NC_011593	80.392	51	10	0	2	52	2085262	2085312	1.16e-04	39.9
1368	NC_011593	80.392	51	10	0	2	52	2110042	2110092	1.16e-04	39.9
1368	NC_011593	80.392	51	10	0	2	52	2418987	2419037	1.16e-04	39.9
1368	NC_011593	87.879	33	4	0	20	52	2597274	2597242	1.16e-04	39.9
1369	NC_011593	80.392	51	10	0	2	52	42720	42770	1.16e-04	39.9
1369	NC_011593	87.879	33	4	0	20	52	568353	568321	1.16e-04	39.9
1369	NC_011593	80.392	51	10	0	2	52	710800	710850	1.16e-04	39.9
1369	NC_011593	80.392	51	10	0	2	52	2085262	2085312	1.16e-04	39.9
1369	NC_011593	80.392	51	10	0	2	52	2110042	2110092	1.16e-04	39.9
1369	NC_011593	80.392	51	10	0	2	52	2418987	2419037	1.16e-04	39.9
1369	NC_011593	87.879	33	4	0	20	52	2597274	2597242	1.16e-04	39.9
1520	NC_011593	95.349	43	2	0	43	85	2419125	2419167	2.32e-13	69.4
1521	NC_011593	95.349	43	2	0	43	85	2419125	2419167	2.32e-13	69.4
1522	NC_011593	95.349	43	2	0	43	85	2419125	2419167	2.32e-13	69.4
1523	NC_011593	95.349	43	2	0	43	85	2419125	2419167	2.32e-13	69.4
1524	NC_011593	95.349	43	2	0	43	85	2419125	2419167	2.32e-13	69.4
1680	NC_011593	100.000	27	0	0	1	27	884865	884891	1.28e-08	51.0
1681	NC_011593	100.000	27	0	0	1	27	884865	884891	1.28e-08	51.0
1682	NC_011593	100.000	27	0	0	1	27	884865	884891	1.28e-08	51.0
1683	NC_011593	100.000	27	0	0	1	27	884865	884891	1.28e-08	51.0
1684	NC_011593	100.000	27	0	0	1	27	884865	884891	1.28e-08	51.0
1700	NC_011593	82.609	46	7	1	3	48	43072	43116	8.28e-05	39.9
1701	NC_011593	82.609	46	7	1	3	48	43072	43116	8.28e-05	39.9
1702	NC_011593	82.609	46	7	1	3	48	43072	43116	8.28e-05	39.9
